Name,VRM_Category__c,VRM_SubCategory__c,VRM_Failure_Resolution_Code__c,WOD_2__Status__c,VRM_External_Id__c
FaultCode691,Drive Unit Controls,Tower Box Upgrades,Disconnect Switch Fails Closed-Replace Component-1hr,Active,Drive Unit Controls-Tower Box Upgrades-Disconnect Switch Fails Closed-Replace Component-1hr
FaultCode692,Drive Unit Controls,Tower Box Upgrades,Disconnect Switch Fails Open-Replace Component-1hr,Active,Drive Unit Controls-Tower Box Upgrades-Disconnect Switch Fails Open-Replace Component-1hr
FaultCode693,Drive Unit Controls,Tower Box Upgrades,Factory Wiring Incorrect-Replace Component-1hr,Active,Drive Unit Controls-Tower Box Upgrades-Factory Wiring Incorrect-Replace Component-1hr
FaultCode694,Drive Unit Controls,Tower Box Upgrades,Factory Wiring Incorrect-Repair Wiring-1hr,Active,Drive Unit Controls-Tower Box Upgrades-Factory Wiring Incorrect-Repair Wiring-1hr
FaultCode695,Drive Unit Controls,Tower Box Upgrades,Factory Wiring Loose-Repair Wiring-1hr,Active,Drive Unit Controls-Tower Box Upgrades-Factory Wiring Loose-Repair Wiring-1hr
FaultCode696,Drive Unit Controls,Tower Box Upgrades,Fuse Block Defective-Replace Component-1hr,Active,Drive Unit Controls-Tower Box Upgrades-Fuse Block Defective-Replace Component-1hr
FaultCode697,Drive Unit Controls,Tower Box Upgrades,Grounding Block Defective-Replace Component-1hr,Active,Drive Unit Controls-Tower Box Upgrades-Grounding Block Defective-Replace Component-1hr
FaultCode698,Drive Unit Controls,Tower Box Upgrades,Housing Damaged-Replace Component-0hr,Active,Drive Unit Controls-Tower Box Upgrades-Housing Damaged-Replace Component-0hr
FaultCode699,Drive Unit Controls,Tower Box Upgrades,Latch Inoperable-Replace Component-1hr,Active,Drive Unit Controls-Tower Box Upgrades-Latch Inoperable-Replace Component-1hr
FaultCode700,Drive Unit Controls,Tower Box Upgrades,Low Pressure Switch Fails Closed-Replace Component-1hr,Active,Drive Unit Controls-Tower Box Upgrades-Low Pressure Switch Fails Closed-Replace Component-1hr
FaultCode701,Drive Unit Controls,Tower Box Upgrades,Low Pressure Switch Fails Open-Replace Component-1hr,Active,Drive Unit Controls-Tower Box Upgrades-Low Pressure Switch Fails Open-Replace Component-1hr
FaultCode702,Drive Unit Controls,Tower Box Upgrades,Other -- Fill in Comments-Replace Component-1hr,Active,Drive Unit Controls-Tower Box Upgrades-Other - Fill in Comments-Replace Component-1hr
FaultCode703,Drive Unit Controls,Tower Box Upgrades,OW Timer Doesn't Break Safety-Replace Component-1hr,Active,Drive Unit Controls-Tower Box Upgrades-OW Timer Doesn't Break Safety-Replace Component-1hr
FaultCode704,Drive Unit Controls,Tower Box Upgrades,OW Timer Doesn't Hold Safety-Replace Component-1hr,Active,Drive Unit Controls-Tower Box Upgrades-OW Timer Doesn't Hold Safety-Replace Component-1hr
FaultCode705,Drive Unit Controls,Tower Box Upgrades,Run Microswitch Fails Closed-Replace Component-1hr,Active,Drive Unit Controls-Tower Box Upgrades-Run Microswitch Fails Closed-Replace Component-1hr
FaultCode706,Drive Unit Controls,Tower Box Upgrades,Run Microswitch Fails Open-Replace Component-1hr,Active,Drive Unit Controls-Tower Box Upgrades-Run Microswitch Fails Open-Replace Component-1hr
FaultCode707,Drive Unit Controls,Tower Box Upgrades,Safety Microswitch Fails Closed-Replace Component-1hr,Active,Drive Unit Controls-Tower Box Upgrades-Safety Microswitch Fails Closed-Replace Component-1hr
FaultCode708,Drive Unit Controls,Tower Box Upgrades,Safety Microswitch Fails Open-Replace Component-1hr,Active,Drive Unit Controls-Tower Box Upgrades-Safety Microswitch Fails Open-Replace Component-1hr
FaultCode709,Drive Unit Controls,Tower Box Upgrades,Shipment Damage-Replace Component-0hr,Active,Drive Unit Controls-Tower Box Upgrades-Shipment Damage-Replace Component-0hr
FaultCode710,Drive Unit Controls,Tower Box Upgrades,Single Phasing-Replace Component-1hr,Active,Drive Unit Controls-Tower Box Upgrades-Single Phasing-Replace Component-1hr
FaultCode711,Drive Unit Controls,Tower Box Upgrades,Solenoid Valve Fails-Replace Component-1hr,Active,Drive Unit Controls-Tower Box Upgrades-Solenoid Valve Fails-Replace Component-1hr
FaultCode712,Drive Unit Controls,Tower Box Upgrades,Terminal Block Defective-Replace Component-1hr,Active,Drive Unit Controls-Tower Box Upgrades-Terminal Block Defective-Replace Component-1hr
FaultCode713,Drive Unit Controls,Tower Box Upgrades,Terminal Strip Stripped Out-Replace Component-1hr,Active,Drive Unit Controls-Tower Box Upgrades-Terminal Strip Stripped Out-Replace Component-1hr
FaultCode714,Drive Unit Controls,Tower Box Upgrades,Tower Ahead Forward-Replace Component-1hr,Active,Drive Unit Controls-Tower Box Upgrades-Tower Ahead Forward-Replace Component-1hr
FaultCode715,Drive Unit Controls,Tower Box Upgrades,Tower Ahead Reverse-Replace Component-1hr,Active,Drive Unit Controls-Tower Box Upgrades-Tower Ahead Reverse-Replace Component-1hr
FaultCode716,Drive Unit Controls,Tower Box Upgrades,Tower Behind Forward-Replace Component-1hr,Active,Drive Unit Controls-Tower Box Upgrades-Tower Behind Forward-Replace Component-1hr
FaultCode717,Drive Unit Controls,Tower Box Upgrades,Tower Behind Reverse-Replace Component-1hr,Active,Drive Unit Controls-Tower Box Upgrades-Tower Behind Reverse-Replace Component-1hr
FaultCode718,Drive Unit Controls,Tower Box Upgrades,Tower Box Cover Fell Off-Replace Component-1hr,Active,Drive Unit Controls-Tower Box Upgrades-Tower Box Cover Fell Off-Replace Component-1hr
FaultCode719,Drive Unit Controls,X-Tec,Coil Failure-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-Coil Failure-Replace Component-1hr
FaultCode720,Drive Unit Controls,X-Tec,Contact Points Burned-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-Contact Points Burned-Replace Component-1hr
FaultCode721,Drive Unit Controls,X-Tec,Contact Points Damaged-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-Contact Points Damaged-Replace Component-1hr
FaultCode722,Drive Unit Controls,X-Tec,Contactor Chattering-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-Contactor Chattering-Replace Component-1hr
FaultCode723,Drive Unit Controls,X-Tec,Contactor Locked in-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-Contactor Locked in-Replace Component-1hr
FaultCode724,Drive Unit Controls,X-Tec,Contactor not pulling in-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-Contactor not pulling in-Replace Component-1hr
FaultCode725,Drive Unit Controls,X-Tec,Control Bearing Seized-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-Control Bearing Seized-Replace Component-1hr
FaultCode726,Drive Unit Controls,X-Tec,Disconnect Switch Fails Closed-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-Disconnect Switch Fails Closed-Replace Component-1hr
FaultCode727,Drive Unit Controls,X-Tec,Disconnect Switch Fails Open-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-Disconnect Switch Fails Open-Replace Component-1hr
FaultCode728,Drive Unit Controls,X-Tec,Factory Wiring Loose-Repair Wiring-1hr,Active,Drive Unit Controls-X-Tec-Factory Wiring Loose-Repair Wiring-1hr
FaultCode729,Drive Unit Controls,X-Tec,Fuse Block Defective-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-Fuse Block Defective-Replace Component-1hr
FaultCode730,Drive Unit Controls,X-Tec,Grounding Block Defective-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-Grounding Block Defective-Replace Component-1hr
FaultCode731,Drive Unit Controls,X-Tec,Housing Damaged-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-Housing Damaged-Replace Component-1hr
FaultCode732,Drive Unit Controls,X-Tec,Latch Inoperable-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-Latch Inoperable-Replace Component-1hr
FaultCode733,Drive Unit Controls,X-Tec,Low Pressure Switch Fails Closed-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-Low Pressure Switch Fails Closed-Replace Component-1hr
FaultCode734,Drive Unit Controls,X-Tec,Low Pressure Switch Fails Open-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-Low Pressure Switch Fails Open-Replace Component-1hr
FaultCode735,Drive Unit Controls,X-Tec,Other -- Fill in Comments-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-Other - Fill in Comments-Replace Component-1hr
FaultCode736,Drive Unit Controls,X-Tec,OW Timer Doesn't Break Safety-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-OW Timer Doesn't Break Safety-Replace Component-1hr
FaultCode737,Drive Unit Controls,X-Tec,OW Timer Doesn't Hold Safety-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-OW Timer Doesn't Hold Safety-Replace Component-1hr
FaultCode738,Drive Unit Controls,X-Tec,Run Microswitch Fails Closed-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-Run Microswitch Fails Closed-Replace Component-1hr
FaultCode739,Drive Unit Controls,X-Tec,Run Microswitch Fails Open-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-Run Microswitch Fails Open-Replace Component-1hr
FaultCode740,Drive Unit Controls,X-Tec,Safety Microswitch Fails Closed-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-Safety Microswitch Fails Closed-Replace Component-1hr
FaultCode741,Drive Unit Controls,X-Tec,Safety Microswitch Fails Open-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-Safety Microswitch Fails Open-Replace Component-1hr
FaultCode742,Drive Unit Controls,X-Tec,Shipment Damage-Replace Component-0hr,Active,Drive Unit Controls-X-Tec-Shipment Damage-Replace Component-0hr
FaultCode743,Drive Unit Controls,X-Tec,Single Phasing-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-Single Phasing-Replace Component-1hr
FaultCode744,Drive Unit Controls,X-Tec,Solenoid Valve Fails-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-Solenoid Valve Fails-Replace Component-1hr
FaultCode745,Drive Unit Controls,X-Tec,Terminal Block Defective-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-Terminal Block Defective-Replace Component-1hr
FaultCode746,Drive Unit Controls,X-Tec,Terminal Strip Stripped Out-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-Terminal Strip Stripped Out-Replace Component-1hr
FaultCode747,Drive Unit Controls,X-Tec,Tower Ahead Forward-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-Tower Ahead Forward-Replace Component-1hr
FaultCode748,Drive Unit Controls,X-Tec,Tower Ahead Reverse-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-Tower Ahead Reverse-Replace Component-1hr
FaultCode749,Drive Unit Controls,X-Tec,Tower Behind Forward-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-Tower Behind Forward-Replace Component-1hr
FaultCode750,Drive Unit Controls,X-Tec,Tower Behind Reverse-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-Tower Behind Reverse-Replace Component-1hr
FaultCode751,Drive Unit Controls,X-Tec,Tower Box Cover Fell Off-Replace Component-1hr,Active,Drive Unit Controls-X-Tec-Tower Box Cover Fell Off-Replace Component-1hr
FaultCode752,Electrical Components,Cable Accessories,Contact Points Burned-Replace Component-1hr,Active,Electrical Components-Cable Accessories-Contact Points Burned-Replace Component-1hr
FaultCode753,Electrical Components,Cable Accessories,Electrical Component Failure-Replace Component-1hr,Active,Electrical Components-Cable Accessories-Electrical Component Failure-Replace Component-1hr
FaultCode754,Electrical Components,Cable Accessories,Electrical Specs Not Met-Replace Component-1hr,Active,Electrical Components-Cable Accessories-Electrical Specs Not Met-Replace Component-1hr
FaultCode755,Electrical Components,Cable Accessories,Fuse Block Defective-Replace Component-1hr,Active,Electrical Components-Cable Accessories-Fuse Block Defective-Replace Component-1hr
FaultCode756,Electrical Components,Cable Accessories,Grounding Block Defective-Replace Component-1hr,Active,Electrical Components-Cable Accessories-Grounding Block Defective-Replace Component-1hr
FaultCode757,Electrical Components,Cable Accessories,Housing Damaged-Replace Component-1hr,Active,Electrical Components-Cable Accessories-Housing Damaged-Replace Component-1hr
FaultCode758,Electrical Components,Cable Accessories,Intermittent Operations-Replace Component-1hr,Active,Electrical Components-Cable Accessories-Intermittent Operations-Replace Component-1hr
FaultCode759,Electrical Components,Cable Accessories,Leads corroded/broken-Replace Component-1hr,Active,Electrical Components-Cable Accessories-Leads corroded/broken-Replace Component-1hr
FaultCode760,Electrical Components,Cable Accessories,Other -- Fill in Comments-Replace Component-1hr,Active,Electrical Components-Cable Accessories-Other - Fill in Comments-Replace Component-1hr
FaultCode761,Electrical Components,Cable Accessories,Shipment Damage-Replace Component-0hr,Active,Electrical Components-Cable Accessories-Shipment Damage-Replace Component-0hr
FaultCode762,Electrical Components,Collector Rings,Bearing Seized-Replace Component-2hr,Active,Electrical Components-Collector Rings-Bearing Seized-Replace Component-2hr
FaultCode763,Electrical Components,Collector Rings,Factory Wiring Incorrect-Repair Wiring-1hr,Active,Electrical Components-Collector Rings-Factory Wiring Incorrect-Repair Wiring-1hr
FaultCode764,Electrical Components,Collector Rings,Other -- Fill in Comments-Replace Component-1hr,Active,Electrical Components-Collector Rings-Other - Fill in Comments-Replace Component-1hr
FaultCode765,Electrical Components,Collector Rings,Shipment Damage-Replace Component-0hr,Active,Electrical Components-Collector Rings-Shipment Damage-Replace Component-0hr
FaultCode766,Electrical Components,Collector Rings,Terminal Strip Stripped Out-Replace Component-2hr,Active,Electrical Components-Collector Rings-Terminal Strip Stripped Out-Replace Component-2hr
FaultCode767,Electrical Components,Control Boards and Modules,120 Volt Input/Output Failure-Replace Component-1.5hr,Active,Electrical Components-Control Boards and Modules-120 Volt Input/Output Failure-Replace Component-1.5hr
FaultCode768,Electrical Components,Control Boards and Modules,5 Volt Power Supply Failure-Replace Component-1hr,Active,Electrical Components-Control Boards and Modules-5 Volt Power Supply Failure-Replace Component-1hr
FaultCode769,Electrical Components,Control Boards and Modules,Backlight Failure-Replace Component-1hr,Active,Electrical Components-Control Boards and Modules-Backlight Failure-Replace Component-1hr
FaultCode770,Electrical Components,Control Boards and Modules,Calibration changed/out of spec-Replace Component-1hr,Active,Electrical Components-Control Boards and Modules-Calibration changed/out of spec-Replace Component-1hr
FaultCode771,Electrical Components,Control Boards and Modules,Cold Solder Joint-Replace Component-1hr,Active,Electrical Components-Control Boards and Modules-Cold Solder Joint-Replace Component-1hr
FaultCode772,Electrical Components,Control Boards and Modules,Communication Failure-Replace Component-1hr,Active,Electrical Components-Control Boards and Modules-Communication Failure-Replace Component-1hr
FaultCode773,Electrical Components,Control Boards and Modules,Contact Points Burned-Replace Component-1hr,Active,Electrical Components-Control Boards and Modules-Contact Points Burned-Replace Component-1hr
FaultCode774,Electrical Components,Control Boards and Modules,Contact Points Damaged-Replace Component-1hr,Active,Electrical Components-Control Boards and Modules-Contact Points Damaged-Replace Component-1hr
FaultCode775,Electrical Components,Control Boards and Modules,Contactor not pulling in-Replace Component-1hr,Active,Electrical Components-Control Boards and Modules-Contactor not pulling in-Replace Component-1hr
FaultCode776,Electrical Components,Control Boards and Modules,Display Failure-Replace Component-1hr,Active,Electrical Components-Control Boards and Modules-Display Failure-Replace Component-1hr
FaultCode777,Electrical Components,Control Boards and Modules,Electrical Specs Not Met-Replace Component-1hr,Active,Electrical Components-Control Boards and Modules-Electrical Specs Not Met-Replace Component-1hr
FaultCode778,Electrical Components,Control Boards and Modules,External Connection Failure-Replace Component-1hr,Active,Electrical Components-Control Boards and Modules-External Connection Failure-Replace Component-1hr
FaultCode779,Electrical Components,Control Boards and Modules,Factory Wiring Incorrect-Repair Wiring-1hr,Active,Electrical Components-Control Boards and Modules-Factory Wiring Incorrect-Repair Wiring-1hr
FaultCode780,Electrical Components,Control Boards and Modules,Harness Failure-Replace Component-1hr,Active,Electrical Components-Control Boards and Modules-Harness Failure-Replace Component-1hr
FaultCode781,Electrical Components,Control Boards and Modules,Intermittent Operations-Replace Component-1hr,Active,Electrical Components-Control Boards and Modules-Intermittent Operations-Replace Component-1hr
FaultCode782,Electrical Components,Control Boards and Modules,Keypad Error 13-Replace Component-1hr,Active,Electrical Components-Control Boards and Modules-Keypad Error 13-Replace Component-1hr
FaultCode783,Electrical Components,Control Boards and Modules,Leads corroded/broken-Replace Component-1hr,Active,Electrical Components-Control Boards and Modules-Leads corroded/broken-Replace Component-1hr
FaultCode784,Electrical Components,Control Boards and Modules,Other -- Fill in Comments-Replace Component-1hr,Active,Electrical Components-Control Boards and Modules-Other - Fill in Comments-Replace Component-1hr
FaultCode785,Electrical Components,Control Boards and Modules,PCB Cracked-Replace Component-1hr,Active,Electrical Components-Control Boards and Modules-PCB Cracked-Replace Component-1hr
FaultCode786,Electrical Components,Control Boards and Modules,Percent timer runs at 100% at all times-Replace Component-1hr,Active,Electrical Components-Control Boards and Modules-Percent timer runs at 100% at all times-Replace Component-1hr
FaultCode787,Electrical Components,Control Boards and Modules,Pressure Reading Incorrect-Replace Component-1hr,Active,Electrical Components-Control Boards and Modules-Pressure Reading Incorrect-Replace Component-1hr
FaultCode788,Electrical Components,Control Boards and Modules,Relay Failure-Replace Component-1hr,Active,Electrical Components-Control Boards and Modules-Relay Failure-Replace Component-1hr
FaultCode789,Electrical Components,Control Boards and Modules,Resolver Volts Incorrect-Replace Component-1hr,Active,Electrical Components-Control Boards and Modules-Resolver Volts Incorrect-Replace Component-1hr
FaultCode790,Electrical Components,Control Boards and Modules,Screen Failure-Replace Component-1hr,Active,Electrical Components-Control Boards and Modules-Screen Failure-Replace Component-1hr
FaultCode791,Electrical Components,Control Boards and Modules,Service Tool Test Failed-Replace Component-1hr,Active,Electrical Components-Control Boards and Modules-Service Tool Test Failed-Replace Component-1hr
FaultCode792,Electrical Components,Control Boards and Modules,Shipment Damage-Replace Component-0hr,Active,Electrical Components-Control Boards and Modules-Shipment Damage-Replace Component-0hr
FaultCode793,Electrical Components,Control Boards and Modules,Switch Failure-Replace Component-1hr,Active,Electrical Components-Control Boards and Modules-Switch Failure-Replace Component-1hr
FaultCode794,Electrical Components,Control Boards and Modules,Trace Failure-Replace Component-1hr,Active,Electrical Components-Control Boards and Modules-Trace Failure-Replace Component-1hr
FaultCode795,Electrical Components,Control Boards and Modules,Voltage Display Inconsistent-Replace Component-1hr,Active,Electrical Components-Control Boards and Modules-Voltage Display Inconsistent-Replace Component-1hr
FaultCode796,Electrical Components,Din Rails and Snap Tracks,Other -- Fill in Comments-Replace Component-1hr,Active,Electrical Components-Din Rails and Snap Tracks-Other - Fill in Comments-Replace Component-1hr
FaultCode797,Electrical Components,Din Rails and Snap Tracks,Shipment Damage-Replace Component-0hr,Active,Electrical Components-Din Rails and Snap Tracks-Shipment Damage-Replace Component-0hr
FaultCode798,Electrical Components,Din Rails and Snap Tracks,Mis-manufactured-Replace Component-1hr,Active,Electrical Components-Din Rails and Snap Tracks-Mis-manufactured-Replace Component-1hr
FaultCode799,Electrical Components,Electrical Cables,Other -- Fill in Comments-Replace Span Cable-1hr,Active,Electrical Components-Electrical Cables-Other - Fill in Comments-Replace Span Cable-1hr
FaultCode800,Electrical Components,Electrical Cables,Part Dimensions Incorrect-Replace Component-1hr,Active,Electrical Components-Electrical Cables-Part Dimensions Incorrect-Replace Component-1hr
FaultCode801,Electrical Components,Electrical Cables,Shipment Damage-Replace Component-0hr,Active,Electrical Components-Electrical Cables-Shipment Damage-Replace Component-0hr
FaultCode802,Electrical Components,Electrical Contactors,Contactor not pulling in-Replace Component-1hr,Active,Electrical Components-Electrical Contactors-Contactor not pulling in-Replace Component-1hr
FaultCode803,Electrical Components,Electrical Contactors,Contactor Chattering-Replace Component-1hr,Active,Electrical Components-Electrical Contactors-Contactor Chattering-Replace Component-1hr
FaultCode804,Electrical Components,Electrical Contactors,Contactor Locked in-Replace Component-1hr,Active,Electrical Components-Electrical Contactors-Contactor Locked in-Replace Component-1hr
FaultCode805,Electrical Components,Electrical Contactors,Other -- Fill in Comments-Replace Component-1hr,Active,Electrical Components-Electrical Contactors-Other - Fill in Comments-Replace Component-1hr
FaultCode806,Electrical Components,Electrical Disconnect,Disconnect Switch Fails Open-Replace Component-1hr,Active,Electrical Components-Electrical Disconnect-Disconnect Switch Fails Open-Replace Component-1hr
FaultCode807,Electrical Components,Electrical Disconnect,Disconnect Switch Fails Closed-Replace Component-1hr,Active,Electrical Components-Electrical Disconnect-Disconnect Switch Fails Closed-Replace Component-1hr
FaultCode808,Electrical Components,Electrical Disconnect,Other -- Fill in Comments-Replace Component-1hr,Active,Electrical Components-Electrical Disconnect-Other - Fill in Comments-Replace Component-1hr
FaultCode809,Electrical Components,Electrical Meters,Electrical Specs Not Met-Replace Component-1hr,Active,Electrical Components-Electrical Meters-Electrical Specs Not Met-Replace Component-1hr
FaultCode810,Electrical Components,Electrical Meters,Electrical Component Failure-Replace Component-1hr,Active,Electrical Components-Electrical Meters-Electrical Component Failure-Replace Component-1hr
FaultCode811,Electrical Components,Electrical Meters,Intermittent Operations-Replace Component-1hr,Active,Electrical Components-Electrical Meters-Intermittent Operations-Replace Component-1hr
FaultCode812,Electrical Components,Electrical Meters,Other -- Fill in Comments-Replace Component-1hr,Active,Electrical Components-Electrical Meters-Other - Fill in Comments-Replace Component-1hr
FaultCode813,Electrical Components,Electrical Protective Devices,Contact Points Burned-Replace Component-1hr,Active,Electrical Components-Electrical Protective Devices-Contact Points Burned-Replace Component-1hr
FaultCode814,Electrical Components,Electrical Protective Devices,Electrical Component Failure-Replace Component-1hr,Active,Electrical Components-Electrical Protective Devices-Electrical Component Failure-Replace Component-1hr
FaultCode815,Electrical Components,Electrical Protective Devices,Electrical Specs Not Met-Replace Component-1hr,Active,Electrical Components-Electrical Protective Devices-Electrical Specs Not Met-Replace Component-1hr
FaultCode816,Electrical Components,Electrical Protective Devices,Fuse Block Defective-Replace Component-1hr,Active,Electrical Components-Electrical Protective Devices-Fuse Block Defective-Replace Component-1hr
FaultCode817,Electrical Components,Electrical Protective Devices,Grounding Block Defective-Replace Component-1hr,Active,Electrical Components-Electrical Protective Devices-Grounding Block Defective-Replace Component-1hr
FaultCode818,Electrical Components,Electrical Protective Devices,Housing Damaged-Replace Component-1hr,Active,Electrical Components-Electrical Protective Devices-Housing Damaged-Replace Component-1hr
FaultCode819,Electrical Components,Electrical Protective Devices,Leads corroded/broken-Replace Component-1hr,Active,Electrical Components-Electrical Protective Devices-Leads corroded/broken-Replace Component-1hr
FaultCode820,Electrical Components,Electrical Protective Devices,Mis-manufactured-Replace Component-1hr,Active,Electrical Components-Electrical Protective Devices-Mis-manufactured-Replace Component-1hr
FaultCode821,Electrical Components,Electrical Protective Devices,Other -- Fill in Comments-Replace Component-1hr,Active,Electrical Components-Electrical Protective Devices-Other - Fill in Comments-Replace Component-1hr
FaultCode822,Electrical Components,Electrical Relays and Bases,Contact Points Burned-Replace Component-1hr,Active,Electrical Components-Electrical Relays and Bases-Contact Points Burned-Replace Component-1hr
FaultCode823,Electrical Components,Electrical Relays and Bases,Electrical Component Failure-Replace Component-1hr,Active,Electrical Components-Electrical Relays and Bases-Electrical Component Failure-Replace Component-1hr
FaultCode824,Electrical Components,Electrical Relays and Bases,Electrical Specs Not Met-Replace Component-1hr,Active,Electrical Components-Electrical Relays and Bases-Electrical Specs Not Met-Replace Component-1hr
FaultCode825,Electrical Components,Electrical Relays and Bases,Fuse Block Defective-Replace Component-1hr,Active,Electrical Components-Electrical Relays and Bases-Fuse Block Defective-Replace Component-1hr
FaultCode826,Electrical Components,Electrical Relays and Bases,Grounding Block Defective-Replace Component-1hr,Active,Electrical Components-Electrical Relays and Bases-Grounding Block Defective-Replace Component-1hr
FaultCode827,Electrical Components,Electrical Relays and Bases,Housing Damaged-Replace Component-1hr,Active,Electrical Components-Electrical Relays and Bases-Housing Damaged-Replace Component-1hr
FaultCode828,Electrical Components,Electrical Relays and Bases,Leads corroded/broken-Replace Component-1hr,Active,Electrical Components-Electrical Relays and Bases-Leads corroded/broken-Replace Component-1hr
FaultCode829,Electrical Components,Electrical Relays and Bases,Mis-manufactured-Replace Component-1hr,Active,Electrical Components-Electrical Relays and Bases-Mis-manufactured-Replace Component-1hr
FaultCode830,Electrical Components,Electrical Relays and Bases,Other -- Fill in Comments-Replace Component-1hr,Active,Electrical Components-Electrical Relays and Bases-Other - Fill in Comments-Replace Component-1hr
FaultCode831,Electrical Components,Electrical Transformers,Contact Points Burned-Replace Component-1hr,Active,Electrical Components-Electrical Transformers-Contact Points Burned-Replace Component-1hr
FaultCode832,Electrical Components,Electrical Transformers,Electrical Component Failure-Replace Component-1hr,Active,Electrical Components-Electrical Transformers-Electrical Component Failure-Replace Component-1hr
FaultCode833,Electrical Components,Electrical Transformers,Electrical Specs Not Met-Replace Component-1hr,Active,Electrical Components-Electrical Transformers-Electrical Specs Not Met-Replace Component-1hr
FaultCode834,Electrical Components,Electrical Transformers,Fuse Block Defective-Replace Component-1hr,Active,Electrical Components-Electrical Transformers-Fuse Block Defective-Replace Component-1hr
FaultCode835,Electrical Components,Electrical Transformers,Grounding Block Defective-Replace Component-1hr,Active,Electrical Components-Electrical Transformers-Grounding Block Defective-Replace Component-1hr
FaultCode836,Electrical Components,Electrical Transformers,Housing Damaged-Replace Component-1hr,Active,Electrical Components-Electrical Transformers-Housing Damaged-Replace Component-1hr
FaultCode837,Electrical Components,Electrical Transformers,Leads corroded/broken-Replace Component-1hr,Active,Electrical Components-Electrical Transformers-Leads corroded/broken-Replace Component-1hr
FaultCode838,Electrical Components,Electrical Transformers,Mis-manufactured-Replace Component-1hr,Active,Electrical Components-Electrical Transformers-Mis-manufactured-Replace Component-1hr
FaultCode839,Electrical Components,Electrical Transformers,Other -- Fill in Comments-Replace Component-1hr,Active,Electrical Components-Electrical Transformers-Other - Fill in Comments-Replace Component-1hr
FaultCode840,Electrical Components,Electrical Wire,Calibration changed/out of spec-Replace Component-1hr,Active,Electrical Components-Electrical Wire-Calibration changed/out of spec-Replace Component-1hr
FaultCode841,Electrical Components,Electrical Wire,Contact Points Burned-Replace Component-1hr,Active,Electrical Components-Electrical Wire-Contact Points Burned-Replace Component-1hr
FaultCode842,Electrical Components,Electrical Wire,Electrical Specs Not Met-Replace Component-1hr,Active,Electrical Components-Electrical Wire-Electrical Specs Not Met-Replace Component-1hr
FaultCode843,Electrical Components,Electrical Wire,Factory Wiring Incorrect-Repair Wiring-1hr,Active,Electrical Components-Electrical Wire-Factory Wiring Incorrect-Repair Wiring-1hr
FaultCode844,Electrical Components,Electrical Wire,Leads corroded/broken-Replace Component-1hr,Active,Electrical Components-Electrical Wire-Leads corroded/broken-Replace Component-1hr
FaultCode845,Electrical Components,Electrical Wire,Mis-manufactured-Replace Component-1hr,Active,Electrical Components-Electrical Wire-Mis-manufactured-Replace Component-1hr
FaultCode846,Electrical Components,Electrical Wire,Other -- Fill in Comments-Replace Component-1hr,Active,Electrical Components-Electrical Wire-Other - Fill in Comments-Replace Component-1hr
FaultCode847,Electrical Components,Electrical Wire,Shipment Damage-Replace Component-0hr,Active,Electrical Components-Electrical Wire-Shipment Damage-Replace Component-0hr
FaultCode848,Electrical Components,Fuses & Circuit Breakers,Calibration changed/out of spec-Replace Component-1hr,Active,Electrical Components-Fuses & Circuit Breakers-Calibration changed/out of spec-Replace Component-1hr
FaultCode849,Electrical Components,Fuses & Circuit Breakers,Contact Points Burned-Replace Component-1hr,Active,Electrical Components-Fuses & Circuit Breakers-Contact Points Burned-Replace Component-1hr
FaultCode850,Electrical Components,Fuses & Circuit Breakers,Electrical Component Failure-Replace Component-1hr,Active,Electrical Components-Fuses & Circuit Breakers-Electrical Component Failure-Replace Component-1hr
